SubjectID,SubjectName,TrainCount,DevCount,TestCount,TotalCount,PresentInSplits
gnd:4382849-8,Constraint-logische Programmierung,2,0,0,2,1
gnd:7709468-2,Content and language integrated learning,2,0,0,2,1
gnd:4518280-2,Contingent Valuation,0,0,2,2,1
gnd:4346549-3,Cooper-Paar,0,2,0,2,1
gnd:1245564633,Corporate Digital Responsibility,2,0,0,2,1
gnd:7725142-8,CouchDB,2,0,0,2,1
gnd:4526731-5,Cousin,2,0,0,2,1
gnd:4209029-5,Cox-Regressionsmodell,2,0,0,2,1
gnd:1205510435,Critical race theory,2,0,0,2,1
gnd:4026539-0,Crohn-Krankheit,0,0,2,2,1
gnd:7536344-6,Cross Media Publishing,2,0,0,2,1
gnd:4522945-4,Cubase VST,2,0,0,2,1
gnd:4148396-0,Cumarinderivate,2,0,0,2,1
gnd:1142270165,Cyber-Grooming,2,0,0,2,1
gnd:1162312068,Cyborg (Motiv),2,0,0,2,1
gnd:4148527-0,Cyclodextrine,2,0,0,2,1
gnd:4148717-5,Czochralski-Verfahren,0,2,0,2,1
gnd:4147153-2,Cäsium-137,2,0,0,2,1
gnd:4147134-9,Cäsiumatom,2,0,0,2,1
gnd:4314771-9,D-Meson,2,0,0,2,1
gnd:7679140-3,DNA Barcoding,2,0,0,2,1
gnd:4150347-8,DNS-Reparatur,2,0,0,2,1
gnd:4501545-4,DVD,2,0,0,2,1
gnd:4585131-1,DVD-ROM,2,0,0,2,1
gnd:4585125-6,DVD-Video,2,0,0,2,1
gnd:4678988-1,DWDM,2,0,0,2,1
gnd:4124748-6,Dachgeschoss,2,0,0,2,1
gnd:4127480-5,Dachterrasse,2,0,0,2,1
gnd:4130275-8,Dachverband,2,0,0,2,1
gnd:4140439-7,Darmresorption,2,0,0,2,1
gnd:4592456-9,Das Ephemere,2,0,0,2,1
gnd:4148844-1,Das Pittoreske,2,0,0,2,1
gnd:1311410058,Dashcam,2,0,0,2,1
gnd:4193494-5,Dateiorganisation,0,2,0,2,1
gnd:4131465-7,Datenausgabe,2,0,0,2,1
gnd:4191571-9,Datenfluss,2,0,0,2,1
gnd:4247883-2,Datenflussarchitektur,2,0,0,2,1
gnd:4138254-7,Datenkonvertierung,2,0,0,2,1
gnd:1271364182,Datenmodellierung,2,0,0,2,1
gnd:4011148-9,Datenträger,2,0,0,2,1
gnd:1166892980,Dauerhaftigkeit,2,0,0,2,1
gnd:4011186-6,Dauermagnet,2,0,0,2,1
gnd:4148913-5,Dauermagneterregter Synchronmotor,2,0,0,2,1
gnd:4129346-0,Dauerschuldverhältnis,2,0,0,2,1
gnd:4148919-6,Dauerschwingversuch,2,0,0,2,1
gnd:4350441-3,Dauerstrichbetrieb,2,0,0,2,1
gnd:4220710-1,Dauerstrichlaser,2,0,0,2,1
gnd:4846748-0,Daʿwa,2,0,0,2,1
gnd:7577525-6,Debian GNU/LINUX 4.0,2,0,0,2,1
gnd:4210552-3,Debt-equity swap,2,0,0,2,1
gnd:4226323-2,Dechiffrierung,2,0,0,2,1
gnd:4148976-7,Decodierung,2,0,0,2,1
gnd:4330659-7,Dedekind-Ring,2,0,0,2,1
gnd:4148981-0,Dedikation,2,0,0,2,1
gnd:7664173-9,Deep Web,2,0,0,2,1
gnd:4414392-8,Defuzzifizierung,0,2,0,2,1
gnd:4011306-1,Dehnungsmessstreifen,2,0,0,2,1
gnd:4149007-1,Dehnungsmessung,2,0,0,2,1
gnd:4293503-9,Deklarative Programmierung,2,0,0,2,1
gnd:4149036-8,Dekubitus,0,2,0,2,1
gnd:7703994-4,Delay Tolerant Network,2,0,0,2,1
gnd:4203628-8,Deliktsstatut,2,0,0,2,1
gnd:4149048-4,Delta,2,0,0,2,1
gnd:4395834-5,Dempster-Shafer-Theorie,2,0,0,2,1
gnd:4149059-9,Demökologie,0,2,0,2,1
gnd:4421432-7,Denaturierende Gradienten-Gelelektrophorese,2,0,0,2,1
gnd:4149070-8,Dendritische Kristallisation,2,0,0,2,1
gnd:4113286-5,Denkform,2,0,0,2,1
gnd:4136495-8,Denkstil,0,0,2,2,1
gnd:4347197-3,Denudation,2,0,0,2,1
gnd:4194273-5,Deponiegas,0,2,0,2,1
gnd:4311103-8,Depression (Motiv),2,0,0,2,1
gnd:4191678-5,Depressivität,2,0,0,2,1
gnd:4400584-2,Derivate,2,0,0,2,1
gnd:1192797493,Designrecht,2,0,0,2,1
gnd:4149208-0,Destabilisierung,2,0,0,2,1
gnd:4011545-8,Destruktion,0,0,2,2,1
gnd:4432430-3,Deutsche Einwanderin,2,0,0,2,1
gnd:4469906-2,Deutsche Gebärdensprache,2,0,0,2,1
gnd:4012555-5,Deutsche Mark,2,0,0,2,1
gnd:4318480-7,Dextransucrase,2,0,0,2,1
gnd:4012038-7,Diagenese,2,0,0,2,1
gnd:4665701-0,Diagrammatisches Schließen,0,2,0,2,1
gnd:4207519-1,Dialektgeografie,2,0,0,2,1
gnd:4012060-0,Dialektischer Materialismus,2,0,0,2,1
gnd:102733198X,Dialogisches Selbst,2,0,0,2,1
gnd:4687200-0,Diblockcopolymere,2,0,0,2,1
gnd:4149589-5,Dicarbonylverbindungen,2,0,0,2,1
gnd:4149617-6,Dichotomie,2,0,0,2,1
gnd:4012116-1,Dichtung (Technik),2,0,0,2,1
gnd:4149632-2,Dickdarmchirurgie,2,0,0,2,1
gnd:4998542-5,Didaktische Rekonstruktion,2,0,0,2,1
gnd:4194257-7,Dielektrische Schicht,2,0,0,2,1
gnd:4149729-6,Diener,2,0,0,2,1
gnd:4729608-2,DiffServ,2,0,0,2,1
gnd:1299521789,Differential Transform Method,2,0,0,2,1
gnd:4149798-3,Differenzenoperator,2,0,0,2,1
gnd:4149802-1,Differenzierbare Abbildung,2,0,0,2,1
gnd:4739863-2,Diffie-Hellman-Algorithmus,2,0,0,2,1
gnd:4340335-9,Diffraktometrie,2,0,0,2,1
gnd:4289693-9,Diffusionsbarriere,2,0,0,2,1
gnd:4113315-8,Digitale Steuerung,2,0,0,2,1
gnd:1230901256,Digitaler Sprachassistent,2,0,0,2,1
gnd:4519830-5,Digitalkamera,2,0,0,2,1
gnd:4113317-1,Digitalsignal,2,0,0,2,1
gnd:4012307-8,Digraph,2,0,0,2,1
gnd:4205237-3,Dihydropyridinrezeptor,2,0,0,2,1
gnd:4149934-7,Dimension (Physik),2,0,0,2,1
gnd:4336257-6,Dimension 5,2,0,0,2,1
gnd:4149937-2,Dimere,2,0,0,2,1
gnd:4150039-8,Dioxine,2,0,0,2,1
gnd:4346023-9,Dipeptidylpeptidase IV,2,0,0,2,1
gnd:4150103-2,Dipol,2,0,0,2,1
gnd:4150104-4,Dipolare Cycloaddition,2,0,0,2,1
gnd:4203166-7,Discountgeschäft,2,0,0,2,1
gnd:4150167-6,Diskontinuität,2,0,0,2,1
gnd:4125201-9,Diskothek,2,0,0,2,1
gnd:4272375-9,Diskurssemantik,2,0,0,2,1
gnd:4150199-8,Dispergierung,2,0,0,2,1
gnd:4204296-3,Dispersionskolloid,2,0,0,2,1
gnd:4150244-9,Distickstoffmonoxid,2,0,0,2,1
gnd:4488853-3,Dithiolene,0,2,0,2,1
gnd:4150375-2,Doktorandin,2,0,0,2,1
gnd:4012655-9,Dokumentarliteratur,2,0,0,2,1
gnd:4139054-4,Dokumentartheater,2,0,0,2,1
gnd:4150383-1,Dokumentationseinrichtung,2,0,0,2,1
gnd:4150403-3,Domestikation,2,0,0,2,1
gnd:4690948-5,Dominanzzahl,2,0,0,2,1
gnd:4150425-2,Dopingmittel,0,0,2,2,1
gnd:1038394465,Doppelfernrohr,2,0,0,2,1
gnd:4131032-9,Doppelhelix,2,0,0,2,1
gnd:4012766-7,Doppelverdiener,2,0,0,2,1
gnd:4231564-5,Dorf (Motiv),0,0,2,2,1
gnd:4070548-1,Dorfentwicklung,2,0,0,2,1
gnd:4150490-2,Dotant,2,0,0,2,1
gnd:4202369-5,Downloading,0,2,0,2,1
gnd:7583013-9,Dreamweaver CS3,2,0,0,2,1
gnd:4150594-3,Drehstrom,2,0,0,2,1
gnd:4113346-8,Drehstromasynchronmotor,2,0,0,2,1
gnd:4150607-8,Drehstromlichtbogenofen,2,0,0,2,1
gnd:4150623-6,Drehzahlregelung,2,0,0,2,1
gnd:4150626-1,Drehzahlsteuerung,2,0,0,2,1
gnd:4550503-2,Dreidimensionaler spritzgegossener Schaltungsträger,2,0,0,2,1
gnd:4295514-2,Dreiecksgeometrie,2,0,0,2,1
gnd:4474705-6,Dreikernige Komplexe,2,0,0,2,1
gnd:4351610-5,Drell-Yan-Prozess,2,0,0,2,1
gnd:4124799-1,Drogenabhängiger,2,0,0,2,1
gnd:4194510-4,Drogenszene,2,0,0,2,1
gnd:4150708-3,Drosophila,2,0,0,2,1
gnd:4013091-5,Drucker,2,0,0,2,1
gnd:4150761-7,Druckprivileg,2,0,0,2,1
gnd:4150765-4,Drucksensor,2,0,0,2,1
gnd:4265084-7,Druckverlauf,2,0,0,2,1
gnd:4091274-7,Dschinn,2,0,0,2,1
gnd:4773734-7,Dualraum,2,0,0,2,1
gnd:4133530-2,Durchgriffshaftung,2,0,0,2,1
gnd:4457443-5,Dynamikregelung,2,0,0,2,1
gnd:4725395-2,Dynamische Randbedingung,2,0,0,2,1
gnd:4150816-6,Düngemittelindustrie,2,0,0,2,1
gnd:4013218-3,Dünndarm,0,0,2,2,1
gnd:4127769-7,Dünnschliff,2,0,0,2,1
gnd:4150850-6,Düsenströmung,2,0,0,2,1
gnd:4152185-7,ENDOR,2,0,0,2,1
gnd:4015942-5,EXAFS,2,0,0,2,1
gnd:4342522-7,EXPRESS (Programmiersprache),2,0,0,2,1
gnd:4233551-6,Ebola-Virus,2,0,0,2,1
gnd:4150994-8,Echosperre,2,0,0,2,1
gnd:4780496-8,Eclipse 3,2,0,0,2,1
gnd:4359402-5,Ecstasy,0,0,2,2,1
gnd:4151037-9,Edelmetalllegierung,2,0,0,2,1
gnd:4135605-6,Edelstahl,2,0,0,2,1
gnd:4151059-8,Edler Wilder,2,0,0,2,1
gnd:1036426440,Effectuation,2,0,0,2,1
gnd:4400801-6,Effektive Masse,2,0,0,2,1
gnd:7654088-1,Ehrenmord,2,0,0,2,1
gnd:4151136-0,Ehrlichkeit,2,0,0,2,1
gnd:4013752-1,Eifersucht,2,0,0,2,1
gnd:4151166-9,Eigenfinanzierung,2,0,0,2,1
gnd:4503953-7,Eigeninitiative,2,0,0,2,1
gnd:4490658-4,Eigenkapitalgrundsätze,2,0,0,2,1
gnd:4128349-1,Eigennutz,2,0,0,2,1
gnd:4123086-3,Eigenproduktion,2,0,0,2,1
gnd:4198375-0,Eigensicherung,2,0,0,2,1
gnd:4136530-6,Einfache Formen,2,0,0,2,1
gnd:4313974-7,Einfallwinkel,2,0,0,2,1
gnd:4221638-2,Einfühlung (Motiv),2,0,0,2,1
gnd:4070695-3,Eingangsstufe,2,0,0,2,1
gnd:4201832-8,Einkaufspolitik,2,0,0,2,1
gnd:4151330-7,Einkaufsverkehr,2,0,0,2,1
gnd:4013896-3,Einkommensteuerreform,2,0,0,2,1
gnd:4139149-4,Einlage,2,0,0,2,1
gnd:4489426-0,Einmaligkeit,2,0,0,2,1
gnd:4151372-1,Einphasige Lehrerbildung,2,0,0,2,1
gnd:4151384-8,Einschlafen,0,0,2,2,1
gnd:4151402-6,Einseitiges Rechtsgeschäft,2,0,0,2,1
gnd:4151405-1,Einsicht,0,0,2,2,1
gnd:4618527-6,Einspritzdüse,0,2,0,2,1
gnd:4136736-4,Einstellung (Prozessrecht),2,0,0,2,1
gnd:4151420-8,Einstellungsmessung,0,2,0,2,1
gnd:4151424-5,Einstellungstest,2,0,0,2,1
gnd:4368341-1,Einzelstrang-Bindungsproteine,2,0,0,2,1
gnd:4151478-6,Eisenarchitektur,2,0,0,2,1
gnd:4268553-9,Eisenbahngesellschaft,0,2,0,2,1
gnd:4151501-8,Eisenbahntunnel,2,0,0,2,1
gnd:7668583-4,Eisenpnictide,2,0,0,2,1
gnd:4151658-8,Eizelle,2,0,0,2,1
gnd:4151689-8,Elastische Schale,2,0,0,2,1
gnd:4151691-6,Elastizitätsmodul,2,0,0,2,1
gnd:4151695-3,Elastohydrodynamische Schmierung,2,0,0,2,1
gnd:4151720-9,Elektrische Energie,2,0,0,2,1
gnd:4215884-9,Elektrische Größe,2,0,0,2,1
gnd:4281432-7,Elektrische Polarisation,2,0,0,2,1
gnd:4270242-2,Elektrische Stoffeigenschaft,2,0,0,2,1
gnd:4139996-1,Elektrizitätseinsparung,2,0,0,2,1
gnd:4151756-8,Elektrochemische Energietechnik,2,0,0,2,1
gnd:4151763-5,Elektrochemische Oxidation,2,0,0,2,1
gnd:4151769-6,Elektrochemisches Abtragen,2,0,0,2,1
gnd:4292130-2,Elektrochromes Material,2,0,0,2,1
gnd:4151787-8,Elektrodialyse,2,0,0,2,1
gnd:4151797-0,Elektrofilter,0,2,0,2,1
gnd:4014268-1,Elektrohydraulik,2,0,0,2,1
gnd:4287909-7,Elektrohydraulische Steuerung,2,0,0,2,1
gnd:4296833-1,Elektrokortikogramm,2,0,0,2,1
gnd:4128077-5,Elektrolinearmotor,2,0,0,2,1
gnd:4014286-3,Elektrolokomotive,0,2,0,2,1
gnd:4151837-8,Elektromagnetische Schwingung,2,0,0,2,1
gnd:4470959-6,Elektromagnetische Tiefensondierung,2,0,0,2,1
gnd:4788871-4,Elektromagnetischer Impuls,2,0,0,2,1
gnd:4296761-2,Elektromigration,2,0,0,2,1
gnd:4151859-7,Elektron-Elektron-Wechselwirkung,2,0,0,2,1
gnd:4472703-3,Elektron-Photon-Wechselwirkung,2,0,0,2,1
gnd:4285004-6,Elektron-Positron-Streuung,2,0,0,2,1
gnd:4529150-0,Elektroneninterferometer,2,0,0,2,1
gnd:4151879-2,Elektronenoptik,2,0,0,2,1
gnd:4014330-2,Elektronenröhre,2,0,0,2,1
gnd:4151884-6,Elektronenspektrum,0,2,0,2,1
gnd:4755195-1,Elektronensprayionisations-Massenspektrometrie,2,0,0,2,1
gnd:4151906-1,Elektronentemperatur,2,0,0,2,1
gnd:4151913-9,Elektronikmotor,2,0,0,2,1
gnd:4014350-8,Elektronische Baugruppe,2,0,0,2,1
gnd:4604771-2,Elektronisches Informationsmittel,0,2,0,2,1
gnd:4292328-1,Elektropneumatische Steuerung,2,0,0,2,1
gnd:4151961-9,Elektropolieren,2,0,0,2,1
gnd:4298060-4,Elektrorheologie,2,0,0,2,1
gnd:4509962-5,Elektrostatische Welle,2,0,0,2,1
gnd:4233880-3,Elementarisierung,2,0,0,2,1
gnd:4211737-9,Elliptischer Nebel,2,0,0,2,1
gnd:4274496-9,Elliptisches Variationsproblem,2,0,0,2,1
gnd:4392051-2,Elsbeere,2,0,0,2,1
gnd:4204780-8,Elternentbehrung,2,0,0,2,1
gnd:7684549-7,Emerging Church,2,0,0,2,1
gnd:4152077-4,Emissionskurs,2,0,0,2,1
gnd:4152081-6,Emissionsspektrum,2,0,0,2,1
gnd:4491154-3,Emotionale Werbung,2,0,0,2,1
gnd:4670384-6,Empfindung (Motiv),2,0,0,2,1
gnd:4224810-3,Empirischer Prozess,2,0,0,2,1
gnd:4401115-5,Endabmessungsnahe Fertigung,2,0,0,2,1
gnd:4839591-2,Ende (Graphentheorie),2,0,0,2,1
gnd:4152160-2,Endlichkeit,2,0,0,2,1
gnd:4378670-4,Endogenes Wirtschaftswachstum,2,0,0,2,1
gnd:4113433-3,Endokrine Drüse,2,0,0,2,1
gnd:4113435-7,Endokrinopathie,2,0,0,2,1
gnd:4152183-3,Endophytische Pilze,2,0,0,2,1
gnd:4152184-5,Endoplasmatisches Retikulum,0,2,0,2,1
gnd:4570819-8,Endosom,2,0,0,2,1
gnd:4353233-0,Endospore,2,0,0,2,1
gnd:4152191-2,Endosymbiose,2,0,0,2,1
gnd:4113436-9,Endzeit,2,0,0,2,1
gnd:4152222-9,Energie-Impuls-Tensor,2,0,0,2,1
gnd:4730556-3,Energieaufnahme,2,0,0,2,1
gnd:4124832-6,Energieberatung,2,0,0,2,1
gnd:4152219-9,Energieerhaltung,2,0,0,2,1
gnd:7710175-3,Energiesparmodus,2,0,0,2,1
gnd:4681311-1,Engagierte Kunst,2,0,0,2,1
gnd:4152284-9,Englischlehrer,2,0,0,2,1
gnd:4121196-0,Engpassproblem,2,0,0,2,1
gnd:4200442-1,Ensemble (Architektur),2,0,0,2,1
gnd:4558626-3,Entbinderung,2,0,0,2,1
gnd:4152352-0,Entgelt,2,0,0,2,1
gnd:4290417-1,Enthüllungsjournalismus,2,0,0,2,1
gnd:4152361-1,Entkopplung,2,0,0,2,1
gnd:4641400-9,Entrümpelung,2,0,0,2,1
gnd:1051808006,Entscheidung (Motiv),0,0,2,2,1
gnd:4152400-7,Entscheidungsbegründung,2,0,0,2,1
gnd:4014918-3,Entspannungstherapie,2,0,0,2,1
gnd:4014920-1,Entstaatlichung,2,0,0,2,1
gnd:4152421-4,Entstalinisierung,2,0,0,2,1
gnd:4152443-3,Entwicklungsdienst,2,0,0,2,1
gnd:4014965-1,Entwicklungsroman,2,0,0,2,1
gnd:4152460-3,Entziehung,2,0,0,2,1
gnd:4627143-0,Enzyklopädismus,2,0,0,2,1
gnd:4152482-2,Enzymologie,2,0,0,2,1
gnd:4271161-7,Epidermaler Wachstumsfaktor-Rezeptor,2,0,0,2,1
gnd:4015033-1,Epikureismus,2,0,0,2,1
gnd:4152523-1,Epinikion,2,0,0,2,1
gnd:1113033665,Epistemologische Überzeugung,2,0,0,2,1
gnd:4526056-4,Episyrphus balteatus,2,0,0,2,1
gnd:4753100-9,Epitheton (Biologie),2,0,0,2,1
gnd:4152563-2,Epoxidhydrolase,2,0,0,2,1
gnd:4129866-4,Erbauungsliteratur,2,0,0,2,1
gnd:4228491-0,Erblasser,2,0,0,2,1
gnd:4493706-4,Erdgasantrieb,2,0,0,2,1
gnd:4127548-2,Erdähnlicher Planet,2,0,0,2,1
gnd:4152697-1,Erdölraffinerie,2,0,0,2,1
gnd:4152699-5,Erdölsonde,2,0,0,2,1
gnd:4203251-9,Erdölweltmarkt,2,0,0,2,1
gnd:4197073-1,Ereignisdaten,2,0,0,2,1
gnd:4226125-9,Ereignismodell,2,0,0,2,1
gnd:4192589-0,Erfolgsunrecht,2,0,0,2,1
gnd:4152755-0,Ergativ,2,0,0,2,1
gnd:7671837-2,Ergänzendes Schutzzertifikat,2,0,0,2,1
gnd:1301894591,Erinnerungsort,2,0,0,2,1
gnd:4133600-8,Erkennen,2,0,0,2,1
gnd:4152786-0,Erkundungsverhalten,2,0,0,2,1
gnd:4310013-2,Erlanger Programm,2,0,0,2,1
gnd:4128808-7,Ermutigung,0,2,0,2,1
gnd:1054447438,Ermüdung bei sehr hohen Lastspielzahlen,2,0,0,2,1
gnd:4152821-9,Ernährungskrise,2,0,0,2,1
gnd:4152851-7,Eros (Begriff),2,0,0,2,1
gnd:4131298-3,Ersatzstoff,2,0,0,2,1
gnd:4348429-3,Erschießung,2,0,0,2,1
gnd:4152914-5,Ertrag,0,2,0,2,1
gnd:4349389-0,Ertragsbildung,2,0,0,2,1
gnd:4152919-4,Ertrinken,2,0,0,2,1
gnd:4152928-5,Erwarteter Nutzen,2,0,0,2,1
gnd:4015443-9,Erwerbsfähigkeit,2,0,0,2,1
gnd:4015451-8,Erwerbung,2,0,0,2,1
gnd:4152979-0,Erzeugende Funktion,2,0,0,2,1
gnd:4140260-1,Ethan,2,0,0,2,1
gnd:4214296-9,Ethanolkraftstoff,2,0,0,2,1
gnd:4070978-4,Ether,2,0,0,2,1
gnd:4438896-2,Ethnizität (Motiv),2,0,0,2,1
gnd:7726362-5,Ethnologische Fotografie,2,0,0,2,1
gnd:4113478-3,Eucharistielehre,0,0,2,2,1
gnd:4070991-7,Eukaryoten,2,0,0,2,1
gnd:4424475-7,Euler-Poincaré-Formel,2,0,0,2,1
gnd:4301304-1,Europaforschung,0,2,0,2,1
gnd:4015753-2,Europäisches Gleichgewicht,2,0,0,2,1
gnd:1128680173,Europäisches Nachlasszeugnis,2,0,0,2,1
gnd:4153232-6,Euter,2,0,0,2,1
gnd:4153235-1,Euterinfektion,2,0,0,2,1
gnd:4153250-8,Evangelische Friedensbewegung,2,0,0,2,1
gnd:4153260-0,Evangelische Publizistik,2,0,0,2,1
gnd:4138625-5,Evangelischer Religionslehrer,2,0,0,2,1
gnd:4382332-4,Evershed-Effekt,2,0,0,2,1
gnd:4135408-4,Evolutionäre Erkenntnistheorie,2,0,0,2,1
gnd:1250884497,Excel 2021,2,0,0,2,1
gnd:4131794-4,Exequatur,2,0,0,2,1
gnd:4015955-3,Exergie,2,0,0,2,1
gnd:4121232-0,Existenzialismus,0,0,2,2,1
gnd:4727032-9,Existenzkampf,2,0,0,2,1
gnd:4153373-2,Exploration,2,0,0,2,1
gnd:4016019-1,Exponentialverteilung,2,0,0,2,1
gnd:4700269-4,Exponentielle Stabilität,2,0,0,2,1
gnd:4130823-2,Exportgeschäft,2,0,0,2,1
gnd:4153392-6,Exportkredit,2,0,0,2,1
gnd:4153393-8,Exportmarketing,0,0,2,2,1
gnd:4204115-6,Externe Rückkopplung,2,0,0,2,1
gnd:4153425-6,Extremalpolynom,2,0,0,2,1
gnd:4274386-2,Extremalprinzip,2,0,0,2,1
gnd:7819288-2,Exzess (Motiv),2,0,0,2,1
gnd:4139325-9,FIR,2,0,0,2,1
gnd:4017984-9,FORTRAN,2,0,0,2,1
gnd:4153455-4,Fabry-Krankheit,2,0,0,2,1
gnd:4540337-5,"Fachangestellter für Medien- und Informationsdienste, Fachrichtung Bibliothek",2,0,0,2,1
gnd:4288217-5,Fachgehilfe im Gastgewerbe,2,0,0,2,1
gnd:4153496-7,Fachplanung,2,0,0,2,1
gnd:4016221-7,Fachzeichnen,2,0,0,2,1
gnd:4124893-4,Fahreignung,2,0,0,2,1
gnd:4136909-9,Fahrer,2,0,0,2,1
gnd:4352434-5,Fahrleistung,2,0,0,2,1
gnd:4331061-8,Fahrradindustrie,2,0,0,2,1
gnd:4153583-2,Fahrzeugrahmen,2,0,0,2,1
gnd:7644626-8,Fair Use,2,0,0,2,1
gnd:1128093391,Faktorieller Survey,2,0,0,2,1
gnd:127728797X,Fallturm Bremen,2,0,0,2,1
gnd:4314783-5,Falscher Mehltau,2,0,0,2,1
gnd:4133735-9,Familienkonstellation,2,0,0,2,1
gnd:4153670-8,Familienserie,2,0,0,2,1
gnd:4672107-1,Fantasiewelt,2,0,0,2,1
gnd:4016482-2,Farne,0,0,2,2,1
gnd:4153750-6,Faser (Mathematik),2,0,0,2,1
gnd:4153759-2,Faseroptisches Interferometer,2,0,0,2,1
gnd:4332256-6,Faszie,0,0,2,2,1
gnd:4153812-2,Februarrevolution (1917),2,0,0,2,1
gnd:4135409-6,Fegefeuer,2,0,0,2,1
gnd:4218726-6,Fehlererkennungscode,2,0,0,2,1
gnd:1275795269,Fehlerquote,2,0,0,2,1
gnd:4234819-5,Fehlersimulation,2,0,0,2,1
gnd:4016628-4,Feier,2,0,0,2,1
gnd:4137803-9,Feindschaft,2,0,0,2,1
gnd:4824880-0,Feinstrukturkonstante,2,0,0,2,1
gnd:4463621-0,Feinwurzel,2,0,0,2,1
gnd:4137262-1,Felchen,2,0,0,2,1
gnd:4153930-8,Feldionisation,2,0,0,2,1
gnd:4398655-9,Feldorientierte Regelung,2,0,0,2,1
gnd:4285866-5,Feller-Halbgruppe,2,0,0,2,1
gnd:4016718-5,Felsbild,2,0,0,2,1
gnd:1182262376,Feministische Anthropologie,2,0,0,2,1
gnd:4153999-0,Fensterrahmen,2,0,0,2,1
gnd:4400765-6,Ferienzentrum,2,0,0,2,1
gnd:4154012-8,Fermatsche Vermutung,2,0,0,2,1
gnd:4432464-9,Fernbedienung,2,0,0,2,1
gnd:4016871-2,Fernwirktechnik,2,0,0,2,1
gnd:4113542-8,Fernüberwachung,2,0,0,2,1
gnd:4587702-6,Ferroelektrische Phasenumwandlung,2,0,0,2,1
gnd:4138688-7,Ferroresonanzschwingung,2,0,0,2,1
gnd:4154148-0,Fertigungsleitsystem,2,0,0,2,1
gnd:4113544-1,Fertigungsmittel,2,0,0,2,1
gnd:4771378-1,Ferulasäurederivate,2,0,0,2,1
gnd:4154167-4,Feste Arzneiform,2,0,0,2,1
gnd:4154169-8,Fester Abfall,0,2,0,2,1
gnd:4334485-9,Fester Zustand,2,0,0,2,1
gnd:4226322-0,Festkörperspektroskopie,2,0,0,2,1
gnd:4245551-0,Festkörpertarget,2,0,0,2,1
gnd:4253149-4,Feststofftransport,2,0,0,2,1
gnd:4137391-1,Fetale Alkoholspektrumstörung,2,0,0,2,1
gnd:4016957-1,Fetus,2,0,0,2,1
gnd:4300117-8,Feuchteleitung,2,0,0,2,1
gnd:4127592-5,Feuerwehrgerät,2,0,0,2,1
gnd:1071854844,Fiktionale Darstellung,2,0,0,2,1
gnd:4276347-2,Film (Motiv),0,2,0,2,1
gnd:4324247-9,Filmproduzent,2,0,0,2,1
gnd:4244485-8,Filmregisseurin,0,0,2,2,1
gnd:4017141-3,Filmschauspielerin,2,0,0,2,1
gnd:4154386-5,Filmzensur,2,0,0,2,1
gnd:4154395-6,Filtrierter Modul,2,0,0,2,1
gnd:1079693483,Finanzgeografie,2,0,0,2,1
gnd:7629670-2,Finanzielle Hilfe,2,0,0,2,1
gnd:4121270-8,Finanzplan,2,0,0,2,1
gnd:4236489-9,Finanzplatz,2,0,0,2,1
gnd:1120622891,Finite strain theory,2,0,0,2,1
gnd:4451048-2,Finsler-Geometrie,2,0,0,2,1
gnd:4384749-3,Firmicutes,2,0,0,2,1
gnd:4154473-0,Fischfang,2,0,0,2,1
gnd:4202176-5,Fischindustrie,2,0,0,2,1
gnd:4126262-1,Fischzucht,2,0,0,2,1
gnd:4137156-2,Fitting,2,0,0,2,1
gnd:4133810-8,Fjord,2,0,0,2,1
gnd:4154542-4,Flamme,2,0,0,2,1
gnd:4247726-8,Flammpunkt,2,0,0,2,1
gnd:7577559-1,Flash CS3,2,0,0,2,1
gnd:4154574-6,Flattertiere,0,0,2,2,1
gnd:4343231-1,Fleischbeschaffenheit,2,0,0,2,1
gnd:4138770-3,Fleischhygiene,2,0,0,2,1
gnd:7515451-1,FlexRay,2,0,0,2,1
gnd:4017547-9,Fließen,2,0,0,2,1
gnd:4125038-2,Flirt,2,0,0,2,1
gnd:4325978-9,Floating-Gate-Struktur,2,0,0,2,1
gnd:4348156-5,Flory-Huggins-Parameter,2,0,0,2,1
gnd:4352769-3,Flugerprobung,2,0,0,2,1
gnd:4154759-7,Fluglotse,2,0,0,2,1
gnd:4154763-9,Flugpassagier,2,0,0,2,1
gnd:4740654-9,Flugroute,2,0,0,2,1
gnd:4708139-9,Flugwerk,2,0,0,2,1
gnd:4528641-3,Fluoreszenz-in-situ-Hybridisierung,2,0,0,2,1
gnd:4395715-8,Fluoridglas,2,0,0,2,1
gnd:4135873-9,Fluorkohlenwasserstoffe,2,0,0,2,1
gnd:4154876-0,Fluorverbindungen,2,0,0,2,1
gnd:4154902-8,Flusskunde,2,0,0,2,1
gnd:4154909-0,Flussregelung,2,0,0,2,1
gnd:1183615590,Flutter 1.0,2,0,0,2,1
gnd:4154523-0,Flächeneinsparung,2,0,0,2,1
gnd:4017398-7,Flächennutzungsplan,2,0,0,2,1
gnd:7855378-7,Flözgas,2,0,0,2,1
gnd:4281393-1,Flüchtiger Stoff,2,0,0,2,1
gnd:4254978-4,Flüchtigkeit,2,0,0,2,1
gnd:4335289-3,Flüssiges Lebensmittel,2,0,0,2,1
gnd:4381049-4,Flüssigkeitsschmierung,0,2,0,2,1
gnd:4154734-2,Flüssigphasenreaktion,2,0,0,2,1
gnd:1079913343,Folterverbot,2,0,0,2,1
