LabelNorm,RawLabelExample,NumDistinctIDs,TotalCount,Entropy_bits,NormalizedEntropy,HHI,DominantID,DominantCount,DominantShare
polenfeldzug (1939),Polenfeldzug (1939),1,2,-0.0,0.0,1.0,gnd:4175002-0,2,1.0
politiklehrer,Politiklehrer,1,2,-0.0,0.0,1.0,gnd:4447036-8,2,1.0
politische gesinnung,Politische Gesinnung,1,2,-0.0,0.0,1.0,gnd:4703121-9,2,1.0
politische gruppe,Politische Gruppe,1,2,-0.0,0.0,1.0,gnd:4175025-1,2,1.0
politische institutionenlehre,Politische Institutionenlehre,1,2,-0.0,0.0,1.0,gnd:4175026-3,2,1.0
politische lyrik,Politische Lyrik,1,2,-0.0,0.0,1.0,gnd:4175030-5,2,1.0
politische predigt,Politische Predigt,1,2,-0.0,0.0,1.0,gnd:4132879-6,2,1.0
politischer ikonoklasmus,Politischer Ikonoklasmus,1,2,-0.0,0.0,1.0,gnd:1298050545,2,1.0
politisches lied,Politisches Lied,1,2,-0.0,0.0,1.0,gnd:4175049-4,2,1.0
politisches plakat,Politisches Plakat,1,2,-0.0,0.0,1.0,gnd:4046581-0,2,1.0
politisches schlagwort,Politisches Schlagwort,1,2,-0.0,0.0,1.0,gnd:4175050-0,2,1.0
politologe,Politologe,1,2,-0.0,0.0,1.0,gnd:4175053-6,2,1.0
polizeibeamtin,Polizeibeamtin,1,2,-0.0,0.0,1.0,gnd:4273632-8,2,1.0
polizeiliche maßnahme,Polizeiliche Maßnahme,1,2,-0.0,0.0,1.0,gnd:4046608-5,2,1.0
polizeiorganisation,Polizeiorganisation,1,2,-0.0,0.0,1.0,gnd:4046612-7,2,1.0
polnischer raum,Polnischer Raum,1,2,-0.0,0.0,1.0,gnd:4289015-9,2,1.0
polyacrylamide,Polyacrylamide,1,2,-0.0,0.0,1.0,gnd:4175085-8,2,1.0
polyacrylsäurederivate,Polyacrylsäurederivate,1,2,-0.0,0.0,1.0,gnd:4378092-1,2,1.0
polyamid 6,Polyamid 6,1,2,-0.0,0.0,1.0,gnd:4289961-8,2,1.0
polyamide,Polyamide,1,2,-0.0,0.0,1.0,gnd:4175096-2,2,1.0
polyampholyte,Polyampholyte,1,2,-0.0,0.0,1.0,gnd:4720924-0,2,1.0
polyarylenethinylene,Polyarylenethinylene,1,2,-0.0,0.0,1.0,gnd:4643248-6,2,1.0
polyatomare verbindungen,Polyatomare Verbindungen,1,2,-0.0,0.0,1.0,gnd:4175110-3,2,1.0
polycarbonate,Polycarbonate,1,2,-0.0,0.0,1.0,gnd:4175128-0,2,1.0
polydimethylsiloxan,Polydimethylsiloxan,1,2,-0.0,0.0,1.0,gnd:4175157-7,2,1.0
polyene,Polyene,1,2,-0.0,0.0,1.0,gnd:4227242-7,2,1.0
polyethylenglykolderivate,Polyethylenglykolderivate,1,2,-0.0,0.0,1.0,gnd:4325470-6,2,1.0
polyethylenimin,Polyethylenimin,1,2,-0.0,0.0,1.0,gnd:4175182-6,2,1.0
polyethylenterephthalate,Polyethylenterephthalate,1,2,-0.0,0.0,1.0,gnd:4133597-1,2,1.0
polygon,Polygon,1,2,-0.0,0.0,1.0,gnd:4175197-8,2,1.0
polymergebundener stoff,Polymergebundener Stoff,1,2,-0.0,0.0,1.0,gnd:4175238-7,2,1.0
polymethacrylate,Polymethacrylate,1,2,-0.0,0.0,1.0,gnd:4175249-1,2,1.0
polynomiale abbildung,Polynomiale Abbildung,1,2,-0.0,0.0,1.0,gnd:4293750-4,2,1.0
polynomialentwicklung,Polynomialentwicklung,1,2,-0.0,0.0,1.0,gnd:4213885-1,2,1.0
polynomidentität,Polynomidentität,1,2,-0.0,0.0,1.0,gnd:4297308-9,2,1.0
polyole,Polyole,1,2,-0.0,0.0,1.0,gnd:4132941-7,2,1.0
polyphosphate,Polyphosphate,1,2,-0.0,0.0,1.0,gnd:4175289-2,2,1.0
polyploidiezüchtung,Polyploidiezüchtung,1,2,-0.0,0.0,1.0,gnd:4326761-0,2,1.0
polypyrrole,Polypyrrole,1,2,-0.0,0.0,1.0,gnd:4292494-7,2,1.0
polysilane,Polysilane,1,2,-0.0,0.0,1.0,gnd:4264968-7,2,1.0
polysulfide,Polysulfide,1,2,-0.0,0.0,1.0,gnd:4175313-6,2,1.0
polythiophene,Polythiophene,1,2,-0.0,0.0,1.0,gnd:4305239-3,2,1.0
polytypie,Polytypie,1,2,-0.0,0.0,1.0,gnd:4123966-0,2,1.0
pomologie,Pomologie,1,2,-0.0,0.0,1.0,gnd:4175352-5,2,1.0
pontrjagin-dualität,Pontrjagin-Dualität,1,2,-0.0,0.0,1.0,gnd:4365532-4,2,1.0
pop-up-technik,Pop-up-Technik,1,2,-0.0,0.0,1.0,gnd:4395663-4,2,1.0
population,Population,1,2,-0.0,0.0,1.0,gnd:4128986-9,2,1.0
portfolio insurance,Portfolio Insurance,1,2,-0.0,0.0,1.0,gnd:4406694-6,2,1.0
portugiesen,Portugiesen,1,2,-0.0,0.0,1.0,gnd:4046844-6,2,1.0
porzellan,Porzellan,1,2,-0.0,0.0,1.0,gnd:4046851-3,2,1.0
porzellanmanufaktur,Porzellanmanufaktur,1,2,-0.0,0.0,1.0,gnd:4175409-8,2,1.0
poröse membran,Poröse Membran,1,2,-0.0,0.0,1.0,gnd:4237727-4,2,1.0
positioniergenauigkeit,Positioniergenauigkeit,1,2,-0.0,0.0,1.0,gnd:4206610-4,2,1.0
positiver linearer operator,Positiver linearer Operator,1,2,-0.0,0.0,1.0,gnd:4175435-9,2,1.0
positiver operator,Positiver Operator,1,2,-0.0,0.0,1.0,gnd:4046876-8,2,1.0
postmarxismus,Postmarxismus,1,2,-0.0,0.0,1.0,gnd:115551839X,2,1.0
postmaterialismus,Postmaterialismus,1,2,-0.0,0.0,1.0,gnd:4400615-9,2,1.0
postmortale transplantatentnahme,Postmortale Transplantatentnahme,1,2,-0.0,0.0,1.0,gnd:4195363-0,2,1.0
postnatale entwicklung,Postnatale Entwicklung,1,2,-0.0,0.0,1.0,gnd:4232728-3,2,1.0
postoperative phase,Postoperative Phase,1,2,-0.0,0.0,1.0,gnd:4215423-6,2,1.0
postpartale phase,Postpartale Phase,1,2,-0.0,0.0,1.0,gnd:4268274-5,2,1.0
posttranslationale änderung,Posttranslationale Änderung,1,2,-0.0,0.0,1.0,gnd:4204069-3,2,1.0
potentiometrie,Potentiometrie,1,2,-0.0,0.0,1.0,gnd:4131212-0,2,1.0
potenzialentwicklung,Potenzialentwicklung,1,2,-0.0,0.0,1.0,gnd:4281885-0,2,1.0
potenzialfunktion,Potenzialfunktion,1,2,-0.0,0.0,1.0,gnd:4175482-7,2,1.0
potenzmenge,Potenzmenge,1,2,-0.0,0.0,1.0,gnd:4175495-5,2,1.0
potenzreihenentwicklung,Potenzreihenentwicklung,1,2,-0.0,0.0,1.0,gnd:4175496-7,2,1.0
power-to-gas,Power-to-Gas,1,2,-0.0,0.0,1.0,gnd:1047563150,2,1.0
powerline-kommunikation,Powerline-Kommunikation,1,2,-0.0,0.0,1.0,gnd:4657345-8,2,1.0
powerpoint 2000,PowerPoint 2000,1,2,-0.0,0.0,1.0,gnd:4550305-9,2,1.0
powerpoint 2002,PowerPoint 2002,1,2,-0.0,0.0,1.0,gnd:4647866-8,2,1.0
powerpoint 2007,PowerPoint 2007,1,2,-0.0,0.0,1.0,gnd:7557743-4,2,1.0
powerpoint 2013,PowerPoint 2013,1,2,-0.0,0.0,1.0,gnd:1033022136,2,1.0
powershell core,PowerShell Core,1,2,-0.0,0.0,1.0,gnd:1194877176,2,1.0
pr-agentur,PR-Agentur,1,2,-0.0,0.0,1.0,gnd:4248353-0,2,1.0
pr-beratung,PR-Beratung,1,2,-0.0,0.0,1.0,gnd:4192085-5,2,1.0
prager schule,Prager Schule,1,2,-0.0,0.0,1.0,gnd:4128628-5,2,1.0
preisdifferenzierung,Preisdifferenzierung,1,2,-0.0,0.0,1.0,gnd:4208940-2,2,1.0
preisdiskriminierung,Preisdiskriminierung,1,2,-0.0,0.0,1.0,gnd:4262674-2,2,1.0
preisindex,Preisindex,1,2,-0.0,0.0,1.0,gnd:4128399-5,2,1.0
preissteigerung,Preissteigerung,1,2,-0.0,0.0,1.0,gnd:4175631-9,2,1.0
preisvergleich,Preisvergleich,1,2,-0.0,0.0,1.0,gnd:4175635-6,2,1.0
preisverhandlung,Preisverhandlung,1,2,-0.0,0.0,1.0,gnd:4655051-3,2,1.0
preisänderung,Preisänderung,1,2,-0.0,0.0,1.0,gnd:4175608-3,2,1.0
prepreg,Prepreg,1,2,-0.0,0.0,1.0,gnd:4175643-5,2,1.0
pressepolitik,Pressepolitik,1,2,-0.0,0.0,1.0,gnd:4047168-8,2,1.0
pressure-group,Pressure-group,1,2,-0.0,0.0,1.0,gnd:4226636-1,2,1.0
preußische reformen,Preußische Reformen,1,2,-0.0,0.0,1.0,gnd:4076340-7,2,1.0
primzahlsatz,Primzahlsatz,1,2,-0.0,0.0,1.0,gnd:4632581-5,2,1.0
primärenergie,Primärenergie,1,2,-0.0,0.0,1.0,gnd:4175694-0,2,1.0
prinzipat,Prinzipat,1,2,-0.0,0.0,1.0,gnd:4047276-0,2,1.0
prion,Prion,1,2,-0.0,0.0,1.0,gnd:4353535-5,2,1.0
prionprotein,Prionprotein,1,2,-0.0,0.0,1.0,gnd:4619314-5,2,1.0
prisma (optik),Prisma (Optik),1,2,-0.0,0.0,1.0,gnd:4354287-6,2,1.0
privatdozentin,Privatdozentin,1,2,-0.0,0.0,1.0,gnd:1047510138,2,1.0
private hochschule,Private Hochschule,1,2,-0.0,0.0,1.0,gnd:4136329-2,2,1.0
private-key-kryptosystem,Private-Key-Kryptosystem,1,2,-0.0,0.0,1.0,gnd:4317451-6,2,1.0
privater rundfunk,Privater Rundfunk,1,2,-0.0,0.0,1.0,gnd:4047294-2,2,1.0
privatoffenbarung,Privatoffenbarung,1,2,-0.0,0.0,1.0,gnd:4448649-2,2,1.0
privatschwimmbad,Privatschwimmbad,1,2,-0.0,0.0,1.0,gnd:4273609-2,2,1.0
privatversicherungsrecht,Privatversicherungsrecht,1,2,-0.0,0.0,1.0,gnd:4115634-1,2,1.0
pro/engineer,Pro/Engineer,1,2,-0.0,0.0,1.0,gnd:4401113-1,2,1.0
pro/mechanica,Pro/MECHANICA,1,2,-0.0,0.0,1.0,gnd:4582524-5,2,1.0
probabilistisches schließen,Probabilistisches Schließen,1,2,-0.0,0.0,1.0,gnd:4674411-3,2,1.0
probekörper (werkstoffprüfung),Probekörper (Werkstoffprüfung),1,2,-0.0,0.0,1.0,gnd:4285390-4,2,1.0
probit-modell,Probit-Modell,1,2,-0.0,0.0,1.0,gnd:4225469-3,2,1.0
problemgruppe,Problemgruppe,1,2,-0.0,0.0,1.0,gnd:4137660-2,2,1.0
produkt (mathematik),Produkt (Mathematik),1,2,-0.0,0.0,1.0,gnd:4126359-5,2,1.0
produktdatenbank,Produktdatenbank,1,2,-0.0,0.0,1.0,gnd:4198548-5,2,1.0
produktentscheidung,Produktentscheidung,1,2,-0.0,0.0,1.0,gnd:4663295-5,2,1.0
produktimage,Produktimage,1,2,-0.0,0.0,1.0,gnd:4125196-9,2,1.0
produktionsfunktion,Produktionsfunktion,1,2,-0.0,0.0,1.0,gnd:4047354-5,2,1.0
produktionslinie,Produktionslinie,1,2,-0.0,0.0,1.0,gnd:1072486660,2,1.0
produktionsstruktur,Produktionsstruktur,1,2,-0.0,0.0,1.0,gnd:4115638-9,2,1.0
produktionstiefe,Produktionstiefe,1,2,-0.0,0.0,1.0,gnd:4314943-1,2,1.0
produktionsweise,Produktionsweise,1,2,-0.0,0.0,1.0,gnd:4123985-4,2,1.0
produktionsästhetik,Produktionsästhetik,1,2,-0.0,0.0,1.0,gnd:4175792-0,2,1.0
produktivgenossenschaft,Produktivgenossenschaft,1,2,-0.0,0.0,1.0,gnd:4278482-7,2,1.0
produktivitätsanalyse,Produktivitätsanalyse,1,2,-0.0,0.0,1.0,gnd:4208972-4,2,1.0
produktivkraft,Produktivkraft,1,2,-0.0,0.0,1.0,gnd:4121519-9,2,1.0
produktplanung,Produktplanung,1,2,-0.0,0.0,1.0,gnd:4135135-6,2,1.0
produktverantwortung,Produktverantwortung,1,2,-0.0,0.0,1.0,gnd:4506945-1,2,1.0
produktwettbewerb,Produktwettbewerb,1,2,-0.0,0.0,1.0,gnd:4137898-2,2,1.0
profil (aerodynamik),Profil (Aerodynamik),1,2,-0.0,0.0,1.0,gnd:4126393-5,2,1.0
profinet,PROFInet,1,2,-0.0,0.0,1.0,gnd:4761007-4,2,1.0
programmdokumentation,Programmdokumentation,1,2,-0.0,0.0,1.0,gnd:4175844-4,2,1.0
programmierbare logische anordnung,Programmierbare logische Anordnung,1,2,-0.0,0.0,1.0,gnd:4076369-9,2,1.0
programmierer,Programmierer,1,2,-0.0,0.0,1.0,gnd:4175854-7,2,1.0
programmlaufzeit,Programmlaufzeit,1,2,-0.0,0.0,1.0,gnd:4745613-9,2,1.0
progressismus,Progressismus,1,2,-0.0,0.0,1.0,gnd:4175863-8,2,1.0
progressive relaxation,Progressive Relaxation,1,2,-0.0,0.0,1.0,gnd:4175867-5,2,1.0
project 2003,Project 2003,1,2,-0.0,0.0,1.0,gnd:4775206-3,2,1.0
project 2010,Project 2010,1,2,-0.0,0.0,1.0,gnd:7727312-6,2,1.0
projektgruppe,Projektgruppe,1,2,-0.0,0.0,1.0,gnd:4175875-4,2,1.0
projektionsoperator,Projektionsoperator,1,2,-0.0,0.0,1.0,gnd:4444000-5,2,1.0
projektiver raum,Projektiver Raum,1,2,-0.0,0.0,1.0,gnd:4175893-6,2,1.0
projektstudium,Projektstudium,1,2,-0.0,0.0,1.0,gnd:4047444-6,2,1.0
prokrastination (psychologie),Prokrastination (Psychologie),1,2,-0.0,0.0,1.0,gnd:1025881303,2,1.0
proktologie,Proktologie,1,2,-0.0,0.0,1.0,gnd:4047453-7,2,1.0
promotor,Promotor,1,2,-0.0,0.0,1.0,gnd:4515545-8,2,1.0
propagandafilm,Propagandafilm,1,2,-0.0,0.0,1.0,gnd:4126398-4,2,1.0
prophetin,Prophetin,1,2,-0.0,0.0,1.0,gnd:4197487-6,2,1.0
propofol,Propofol,1,2,-0.0,0.0,1.0,gnd:4204012-7,2,1.0
prosagedicht,Prosagedicht,1,2,-0.0,0.0,1.0,gnd:4076376-6,2,1.0
prospect-theorie,Prospect-Theorie,1,2,-0.0,0.0,1.0,gnd:4399211-0,2,1.0
prospekt,Prospekt,1,2,-0.0,0.0,1.0,gnd:4136390-5,2,1.0
prospektzwang,Prospektzwang,1,2,-0.0,0.0,1.0,gnd:4175969-2,2,1.0
prostatakrankheit,Prostatakrankheit,1,2,-0.0,0.0,1.0,gnd:4192631-6,2,1.0
proteaseinhibitor,Proteaseinhibitor,1,2,-0.0,0.0,1.0,gnd:4130450-0,2,1.0
proteintyrosinphosphatase,Proteintyrosinphosphatase,1,2,-0.0,0.0,1.0,gnd:4311372-2,2,1.0
proteinversorgung,Proteinversorgung,1,2,-0.0,0.0,1.0,gnd:4176000-1,2,1.0
proteolyse,Proteolyse,1,2,-0.0,0.0,1.0,gnd:4047534-7,2,1.0
proton-proton-reaktion,Proton-Proton-Reaktion,1,2,-0.0,0.0,1.0,gnd:4176026-8,2,1.0
protoplanet,Protoplanet,1,2,-0.0,0.0,1.0,gnd:4320078-3,2,1.0
protuberanz,Protuberanz,1,2,-0.0,0.0,1.0,gnd:4176034-7,2,1.0
proxy server,Proxy Server,1,2,-0.0,0.0,1.0,gnd:4729399-8,2,1.0
prozess (informatik),Prozess (Informatik),1,2,-0.0,0.0,1.0,gnd:4235427-4,2,1.0
prozess (motiv),Prozess (Motiv),1,2,-0.0,0.0,1.0,gnd:4361760-8,2,1.0
prozessbeschleunigung,Prozessbeschleunigung,1,2,-0.0,0.0,1.0,gnd:4257807-3,2,1.0
prozessphilosophie,Prozessphilosophie,1,2,-0.0,0.0,1.0,gnd:4253919-5,2,1.0
prozessvergleich,Prozessvergleich,1,2,-0.0,0.0,1.0,gnd:4047597-9,2,1.0
prädikation,Prädikation,1,2,-0.0,0.0,1.0,gnd:4209833-6,2,1.0
prädiktor,Prädiktor,1,2,-0.0,0.0,1.0,gnd:4121498-5,2,1.0
prägen,Prägen,1,2,-0.0,0.0,1.0,gnd:4374657-3,2,1.0
prägestock,Prägestock,1,2,-0.0,0.0,1.0,gnd:4725640-0,2,1.0
präkonditionierung,Präkonditionierung,1,2,-0.0,0.0,1.0,gnd:4255669-7,2,1.0
präsenz (philosophie),Präsenz (Philosophie),1,2,-0.0,0.0,1.0,gnd:4784905-8,2,1.0
prüfplanung,Prüfplanung,1,2,-0.0,0.0,1.0,gnd:4301886-5,2,1.0
prüfungspflicht,Prüfungspflicht,1,2,-0.0,0.0,1.0,gnd:4176097-9,2,1.0
prüfungsplanung,Prüfungsplanung,1,2,-0.0,0.0,1.0,gnd:4200118-3,2,1.0
pseudo-anosov-diffeomorphismus,Pseudo-Anosov-Diffeomorphismus,1,2,-0.0,0.0,1.0,gnd:4176119-4,2,1.0
pseudo-riemannscher raum,Pseudo-Riemannscher Raum,1,2,-0.0,0.0,1.0,gnd:4176163-7,2,1.0
pseudomonas putida,Pseudomonas putida,1,2,-0.0,0.0,1.0,gnd:4123998-2,2,1.0
pseudoreligion,Pseudoreligion,1,2,-0.0,0.0,1.0,gnd:4176162-5,2,1.0
pseudozufallszahlen,Pseudozufallszahlen,1,2,-0.0,0.0,1.0,gnd:4615255-6,2,1.0
psychiatrische krankenpflege,Psychiatrische Krankenpflege,1,2,-0.0,0.0,1.0,gnd:4047674-1,2,1.0
psychobiologie,Psychobiologie,1,2,-0.0,0.0,1.0,gnd:4047692-3,2,1.0
psychoedukation,Psychoedukation,1,2,-0.0,0.0,1.0,gnd:4769715-5,2,1.0
psychologin,Psychologin,1,2,-0.0,0.0,1.0,gnd:4176224-1,2,1.0
psychologische betreuung,Psychologische Betreuung,1,2,-0.0,0.0,1.0,gnd:4176228-9,2,1.0
psychologischer kontrakt,Psychologischer Kontrakt,1,2,-0.0,0.0,1.0,gnd:4825682-1,2,1.0
psychomotorische therapie,Psychomotorische Therapie,1,2,-0.0,0.0,1.0,gnd:4076413-8,2,1.0
psychopathographie,Psychopathographie,1,2,-0.0,0.0,1.0,gnd:4176247-2,2,1.0
psychosoziale medizin,Psychosoziale Medizin,1,2,-0.0,0.0,1.0,gnd:4121535-7,2,1.0
psychosoziale rehabilitation,Psychosoziale Rehabilitation,1,2,-0.0,0.0,1.0,gnd:4138693-0,2,1.0
psychoterror,Psychoterror,1,2,-0.0,0.0,1.0,gnd:4316405-5,2,1.0
psychotherapeutische beratung,Psychotherapeutische Beratung,1,2,-0.0,0.0,1.0,gnd:4176272-1,2,1.0
psychrometrie,Psychrometrie,1,2,-0.0,0.0,1.0,gnd:4176287-3,2,1.0
pt-transformation,PT-Transformation,1,2,-0.0,0.0,1.0,gnd:1188049933,2,1.0
publizistikwissenschaft,Publizistikwissenschaft,1,2,-0.0,0.0,1.0,gnd:4126878-7,2,1.0
pulverspritzgießen,Pulverspritzgießen,1,2,-0.0,0.0,1.0,gnd:1046924427,2,1.0
pumpversuch,Pumpversuch,1,2,-0.0,0.0,1.0,gnd:4373924-6,2,1.0
punk,Punk,1,2,-0.0,0.0,1.0,gnd:4047851-8,2,1.0
punk rock,Punk Rock,1,2,-0.0,0.0,1.0,gnd:4176370-1,2,1.0
purinozeptor,Purinozeptor,1,2,-0.0,0.0,1.0,gnd:4176398-1,2,1.0
puritaner,Puritaner,1,2,-0.0,0.0,1.0,gnd:4318444-3,2,1.0
puritanismus (motiv),Puritanismus (Motiv),1,2,-0.0,0.0,1.0,gnd:4176405-5,2,1.0
purkyně-zelle,Purkyně-Zelle,1,2,-0.0,0.0,1.0,gnd:4756133-6,2,1.0
puzzle,Puzzle,1,2,-0.0,0.0,1.0,gnd:4124005-4,2,1.0
pyroelektrizität,Pyroelektrizität,1,2,-0.0,0.0,1.0,gnd:4176507-2,2,1.0
pyrotechnik,Pyrotechnik,1,2,-0.0,0.0,1.0,gnd:4047927-4,2,1.0
pythagoreer,Pythagoreer,1,2,-0.0,0.0,1.0,gnd:4333306-0,2,1.0
python 2.0,Python 2.0,1,2,-0.0,0.0,1.0,gnd:4618843-5,2,1.0
pzt,PZT,1,2,-0.0,0.0,1.0,gnd:4329808-4,2,1.0
pädagogik der befreiung,Pädagogik der Befreiung,1,2,-0.0,0.0,1.0,gnd:4503783-8,2,1.0
pädagogische führung,Pädagogische Führung,1,2,-0.0,0.0,1.0,gnd:1070180890,2,1.0
pökelsalz,Pökelsalz,1,2,-0.0,0.0,1.0,gnd:4174959-5,2,1.0
q#,Q#,1,2,-0.0,0.0,1.0,gnd:1257095463,2,1.0
qanon,QAnon,1,2,-0.0,0.0,1.0,gnd:1252808445,2,1.0
qt 4.0,Qt 4.0,1,2,-0.0,0.0,1.0,gnd:7547042-1,2,1.0
quadratische gleichung,Quadratische Gleichung,1,2,-0.0,0.0,1.0,gnd:4198918-1,2,1.0
quadratischer zahlkörper,Quadratischer Zahlkörper,1,2,-0.0,0.0,1.0,gnd:4385849-1,2,1.0
quadratsäurederivate,Quadratsäurederivate,1,2,-0.0,0.0,1.0,gnd:4176568-0,2,1.0
qualitatives schließen,Qualitatives Schließen,1,2,-0.0,0.0,1.0,gnd:4195870-6,2,1.0
qualität (philosophie),Qualität (Philosophie),1,2,-0.0,0.0,1.0,gnd:4176584-9,2,1.0
qualitätskennzahl,Qualitätskennzahl,1,2,-0.0,0.0,1.0,gnd:4246872-3,2,1.0
qualitätsverlust,Qualitätsverlust,1,2,-0.0,0.0,1.0,gnd:4474113-3,2,1.0
quanten-zeno-effekt,Quanten-Zeno-Effekt,1,2,-0.0,0.0,1.0,gnd:1120935474,2,1.0
quantenbiochemie,Quantenbiochemie,1,2,-0.0,0.0,1.0,gnd:4176595-3,2,1.0
quantenbiologie,Quantenbiologie,1,2,-0.0,0.0,1.0,gnd:4176596-5,2,1.0
quantendraht,Quantendraht,1,2,-0.0,0.0,1.0,gnd:4263397-7,2,1.0
quanteninterferenz,Quanteninterferenz,1,2,-0.0,0.0,1.0,gnd:4279477-8,2,1.0
quantenkohomologie,Quantenkohomologie,1,2,-0.0,0.0,1.0,gnd:4684891-5,2,1.0
quantenmaterial,Quantenmaterial,1,2,-0.0,0.0,1.0,gnd:1199148083,2,1.0
quantentechnologie,Quantentechnologie,1,2,-0.0,0.0,1.0,gnd:1197831657,2,1.0
quantenthermodynamik,Quantenthermodynamik,1,2,-0.0,0.0,1.0,gnd:1208247638,2,1.0
quantified self,Quantified Self,1,2,-0.0,0.0,1.0,gnd:1177443902,2,1.0
quantifizierung (linguistik),Quantifizierung (Linguistik),1,2,-0.0,0.0,1.0,gnd:4076453-9,2,1.0
quantilfunktion,Quantilfunktion,1,2,-0.0,0.0,1.0,gnd:4644802-0,2,1.0
quantitätstheorie,Quantitätstheorie,1,2,-0.0,0.0,1.0,gnd:4140037-9,2,1.0
quartier (verwaltungseinheit),Quartier (Verwaltungseinheit),1,2,-0.0,0.0,1.0,gnd:4436442-8,2,1.0
quasi-newton-verfahren,Quasi-Newton-Verfahren,1,2,-0.0,0.0,1.0,gnd:4479204-9,2,1.0
quasilineares elliptisches system,Quasilineares elliptisches System,1,2,-0.0,0.0,1.0,gnd:4121544-8,2,1.0
quasiperiodische lösung,Quasiperiodische Lösung,1,2,-0.0,0.0,1.0,gnd:4236468-1,2,1.0
quasiperiodizität,Quasiperiodizität,1,2,-0.0,0.0,1.0,gnd:4247312-3,2,1.0
querdynamik,Querdynamik,1,2,-0.0,0.0,1.0,gnd:4221753-2,2,1.0
querschnittslähmung,Querschnittslähmung,1,2,-0.0,0.0,1.0,gnd:4124014-5,2,1.0
quinoa,Quinoa,1,2,-0.0,0.0,1.0,gnd:4314944-3,2,1.0
quotientenraum,Quotientenraum,1,2,-0.0,0.0,1.0,gnd:4408112-1,2,1.0
quotientenring,Quotientenring,1,2,-0.0,0.0,1.0,gnd:4176745-7,2,1.0
rad-schiene-system,Rad-Schiene-System,1,2,-0.0,0.0,1.0,gnd:4048245-5,2,1.0
radarbild,Radarbild,1,2,-0.0,0.0,1.0,gnd:4838190-1,2,1.0
radbruchsche formel,Radbruchsche Formel,1,2,-0.0,0.0,1.0,gnd:7713810-7,2,1.0
radialkreiselpumpe,Radialkreiselpumpe,1,2,-0.0,0.0,1.0,gnd:4176785-8,2,1.0
radialwellendichtring,Radialwellendichtring,1,2,-0.0,0.0,1.0,gnd:1132592771,2,1.0
radikalpaar,Radikalpaar,1,2,-0.0,0.0,1.0,gnd:4176807-3,2,1.0
radioaktiver niederschlag,Radioaktiver Niederschlag,1,2,-0.0,0.0,1.0,gnd:4176815-2,2,1.0
radiographie,Radiographie,1,2,-0.0,0.0,1.0,gnd:4135000-5,2,1.0
radiometer,Radiometer,1,2,-0.0,0.0,1.0,gnd:4176837-1,2,1.0
radiopharmakon,Radiopharmakon,1,2,-0.0,0.0,1.0,gnd:4048223-6,2,1.0
radioteleskop,Radioteleskop,1,2,-0.0,0.0,1.0,gnd:4139944-4,2,1.0
radon-transformierte,Radon-Transformierte,1,2,-0.0,0.0,1.0,gnd:4195862-7,2,1.0
radschputen,Radschputen,1,2,-0.0,0.0,1.0,gnd:4271708-5,2,1.0
raffination,Raffination,1,2,-0.0,0.0,1.0,gnd:4048288-1,2,1.0
raffinerie,Raffinerie,1,2,-0.0,0.0,1.0,gnd:4176876-0,2,1.0
rahmenbeschluss,Rahmenbeschluss,1,2,-0.0,0.0,1.0,gnd:7671842-6,2,1.0
raketenabwehr,Raketenabwehr,1,2,-0.0,0.0,1.0,gnd:4319388-2,2,1.0
raketentreibstoff,Raketentreibstoff,1,2,-0.0,0.0,1.0,gnd:4176904-1,2,1.0
randausbruch,Randausbruch,1,2,-0.0,0.0,1.0,gnd:4247827-3,2,1.0
randbedingung (mathematik),Randbedingung (Mathematik),1,2,-0.0,0.0,1.0,gnd:4725397-6,2,1.0
randomisierter test,Randomisierter Test,1,2,-0.0,0.0,1.0,gnd:4294178-7,2,1.0
rapid control prototyping,Rapid control Prototyping,1,2,-0.0,0.0,1.0,gnd:4999065-2,2,1.0
rasch-modell,Rasch-Modell,1,2,-0.0,0.0,1.0,gnd:4176964-8,2,1.0
rasierapparat,Rasierapparat,1,2,-0.0,0.0,1.0,gnd:4396342-0,2,1.0
rasiermesser,Rasiermesser,1,2,-0.0,0.0,1.0,gnd:4176970-3,2,1.0
raspberry pi 2 model b,Raspberry Pi 2 Model B,1,2,-0.0,0.0,1.0,gnd:1075343429,2,1.0
raspberry pi 4 model b,Raspberry Pi 4 Model B,1,2,-0.0,0.0,1.0,gnd:1206120142,2,1.0
rassendiskriminierung (motiv),Rassendiskriminierung (Motiv),1,2,-0.0,0.0,1.0,gnd:7563584-7,2,1.0
rassenkunde,Rassenkunde,1,2,-0.0,0.0,1.0,gnd:4176981-8,2,1.0
rassenmischung,Rassenmischung,1,2,-0.0,0.0,1.0,gnd:4296621-8,2,1.0
raster,Raster,1,2,-0.0,0.0,1.0,gnd:4176991-0,2,1.0
raster (bauwesen),Raster (Bauwesen),1,2,-0.0,0.0,1.0,gnd:4229049-1,2,1.0
rasterelektronenmikroskop,Rasterelektronenmikroskop,1,2,-0.0,0.0,1.0,gnd:4124024-8,2,1.0
rationale darstellung,Rationale Darstellung,1,2,-0.0,0.0,1.0,gnd:4115697-3,2,1.0
ratsche (physik),Ratsche (Physik),1,2,-0.0,0.0,1.0,gnd:4605880-1,2,1.0
raub,Raub,1,2,-0.0,0.0,1.0,gnd:4048529-8,2,1.0
raumanzug,Raumanzug,1,2,-0.0,0.0,1.0,gnd:4381631-9,2,1.0
