LabelNorm,RawLabelExample,SubjectID,TrainCount,DevCount,TestCount,TotalCount
mitunternehmerschaft,Mitunternehmerschaft,gnd:4039761-0,1,0,0,1
miturheber,Miturheber,gnd:4170265-7,0,0,1,1
mitverantwortung,Mitverantwortung,gnd:4120754-3,4,0,0,4
mitversicherung,Mitversicherung,gnd:4278280-6,0,0,1,1
mitwirkung,Mitwirkung,gnd:4140386-1,2,0,1,3
mitwirkungspflicht,Mitwirkungspflicht,gnd:4170266-9,1,3,0,4
mixed media,Mixed media,gnd:4245379-3,1,0,0,1
mixed reality,Mixed Reality,gnd:4560202-5,5,2,2,9
mixed-signal-schaltung,Mixed-Signal-Schaltung,gnd:4756481-7,3,0,1,4
mixteken,Mixteken,gnd:4039777-4,0,0,1,1
ml (programmiersprache),ML (Programmiersprache),gnd:4737492-5,1,0,0,1
mmic,MMIC,gnd:4359004-4,0,1,0,1
mmix,MMIX,gnd:4577685-4,3,0,0,3
mnemotechnik,Mnemotechnik,gnd:4138649-8,4,0,2,6
mo-theorie,MO-Theorie,gnd:4170580-4,1,0,0,1
mob,Mob,gnd:4170277-3,1,0,0,1
mobbing,Mobbing,gnd:4314977-7,20,4,13,37
mobile architektur,Mobile Architektur,gnd:4479697-3,16,1,0,17
mobile computing,Mobile Computing,gnd:4694120-4,87,14,9,110
mobile jugendarbeit,Mobile Jugendarbeit,gnd:4337551-0,2,0,0,2
mobile telekommunikation,Mobile Telekommunikation,gnd:4341131-9,82,22,8,112
mobile-device-management,Mobile-Device-Management,gnd:1049947789,1,0,0,1
mobiler agent,Mobiler Agent,gnd:4455389-4,7,4,3,14
mobiler gürtel,Mobiler Gürtel,gnd:4722360-1,1,1,0,2
mobiler roboter,Mobiler Roboter,gnd:4191911-7,38,9,1,48
mobiles endgerät,Mobiles Endgerät,gnd:7689895-7,27,9,7,43
mobiles internet,Mobiles Internet,gnd:7627927-3,11,6,0,17
mobiles programm,Mobiles Programm,gnd:4694396-1,1,0,1,2
mobilfunk,Mobilfunk,gnd:4170280-3,81,10,9,100
mobilfunkindustrie,Mobilfunkindustrie,gnd:4711541-5,2,1,1,4
mobilfunkmarkt,Mobilfunkmarkt,gnd:4847761-8,3,0,0,3
mobilfunkstandard,Mobilfunkstandard,gnd:1172778450,3,1,0,4
mobilheim,Mobilheim,gnd:4276554-7,5,0,0,5
mobiliarsicherheit,Mobiliarsicherheit,gnd:4123780-8,3,0,0,3
mobilisation (bodenchemie),Mobilisation (Bodenchemie),gnd:4170282-7,1,0,0,1
"mobilisation (metamorphose, geologie)","Mobilisation (Metamorphose, Geologie)",gnd:4466536-2,1,0,0,1
mobilität,Mobilität,gnd:4039785-3,75,25,21,121
mobilität (motiv),Mobilität (Motiv),gnd:4691795-0,6,0,1,7
mobilität 4.0,Mobilität 4.0,gnd:1117164012,8,1,0,9
mobilmachung,Mobilmachung,gnd:4170285-2,0,1,1,2
mocvd-verfahren,MOCVD-Verfahren,gnd:4314628-4,6,1,1,8
modal split,Modal split,gnd:4242346-6,0,1,0,1
modaladverb,Modaladverb,gnd:4249772-3,1,0,0,1
modalanalyse,Modalanalyse,gnd:4226177-6,4,4,0,8
modalität,Modalität,gnd:4039789-0,4,0,1,5
modalität (linguistik),Modalität (Linguistik),gnd:4155830-3,7,1,0,8
modallogik,Modallogik,gnd:4074914-9,6,2,3,11
modalpartikel,Modalpartikel,gnd:4074915-0,2,1,0,3
modalverb,Modalverb,gnd:4039791-9,3,0,2,5
mode,Mode,gnd:4039792-0,44,8,13,65
mode (motiv),Mode (Motiv),gnd:4133997-6,2,0,0,2
modebranche,Modebranche,gnd:4123782-1,2,0,3,5
modefotografie,Modefotografie,gnd:4137739-4,2,0,0,2
model checking,Model Checking,gnd:4434799-6,19,4,4,27
model view controller,Model View Controller,gnd:4718102-3,4,0,0,4
modelica,Modelica,gnd:4657257-0,5,0,1,6
modell,Modell,gnd:4039798-1,65,14,10,89
modell (kunst),Modell (Kunst),gnd:4193189-0,0,1,0,1
modell-referenz-verfahren,Modell-Referenz-Verfahren,gnd:4524836-9,0,1,0,1
modellauto,Modellauto,gnd:4032697-4,2,0,0,2
modellbau,Modellbau,gnd:4039806-7,9,0,2,11
modelleisenbahn,Modelleisenbahn,gnd:4039808-0,2,0,0,2
modellflugzeug,Modellflugzeug,gnd:4170295-5,0,0,1,1
modellgetriebene entwicklung,Modellgetriebene Entwicklung,gnd:4832365-2,36,5,4,45
modellieren,Modellieren,gnd:4039809-2,1,0,0,1
modellierung,Modellierung,gnd:4170297-9,200,52,17,269
modellordnungsreduktion,Modellordnungsreduktion,gnd:1173111220,4,0,0,4
modellorganismus,Modellorganismus,gnd:1028601360,1,1,0,2
modellprädiktive regelung,Modellprädiktive Regelung,gnd:1135937567,3,4,0,7
modellrakete,Modellrakete,gnd:7622114-3,0,0,1,1
modelltechnik,Modelltechnik,gnd:4754981-6,1,0,0,1
modelltheorie,Modelltheorie,gnd:4114617-7,16,5,0,21
modelltransformation,Modelltransformation,gnd:7616754-9,7,1,1,9
modellverbindung,Modellverbindung,gnd:4327521-7,1,0,1,2
modellversuch,Modellversuch,gnd:4170304-2,4,1,0,5
modellwahl,Modellwahl,gnd:4304786-5,5,1,0,6
modem,Modem,gnd:4123783-3,1,0,0,1
moden,Moden,gnd:4170305-4,5,1,1,7
modenkopplung,Modenkopplung,gnd:4191469-7,3,1,1,5
moderation,Moderation,gnd:4131763-4,11,1,2,14
moderationsmethode,Moderationsmethode,gnd:4228480-6,1,0,0,1
moderator (kerntechnik),Moderator (Kerntechnik),gnd:4170314-5,0,1,0,1
moderatorin,Moderatorin,gnd:4560593-2,1,0,1,2
moderatorvariable,Moderatorvariable,gnd:4170315-7,1,0,0,1
moderhinke,Moderhinke,gnd:4231716-2,0,0,1,1
modern dance,Modern Dance,gnd:4074920-4,0,2,1,3
modern monetary theory,Modern Monetary Theory,gnd:1219867683,1,2,0,3
moderne,Moderne,gnd:4039827-4,162,40,72,274
moderne (motiv),Moderne (Motiv),gnd:4645828-1,2,0,0,2
moderne physik,Moderne Physik,gnd:4711780-1,30,5,4,39
moderne portfoliotheorie,Moderne Portfoliotheorie,gnd:1201428653,0,1,0,1
moderne sage,Moderne Sage,gnd:7501324-1,1,1,0,2
modernisierung,Modernisierung,gnd:4120755-5,51,9,23,83
modernisierung (bauwesen),Modernisierung (Bauwesen),gnd:4130981-9,22,6,6,34
modernisierung (motiv),Modernisierung (Motiv),gnd:4596575-4,0,1,0,1
modernisierungstheorie,Modernisierungstheorie,gnd:7527861-3,5,0,0,5
modernismo,Modernismo,gnd:4134788-2,0,0,1,1
modernismus,Modernismus,gnd:4133275-1,3,0,2,5
modernität,Modernität,gnd:4139842-7,13,0,3,16
modeschöpfer,Modeschöpfer,gnd:4233568-1,1,0,0,1
modeschöpferin,Modeschöpferin,gnd:4499835-1,1,0,0,1
modezeichnung,Modezeichnung,gnd:4128212-7,1,0,0,1
modifizierung,Modifizierung,gnd:4299539-5,7,2,1,10
modul,Modul,gnd:4129770-2,10,2,3,15
modul (baugruppe),Modul (Baugruppe),gnd:4329282-3,1,1,0,2
modul (membranverfahren),Modul (Membranverfahren),gnd:4532532-7,2,0,0,2
modul (software),Modul (Software),gnd:4329283-5,2,0,0,2
modula 2,MODULA 2,gnd:4039845-6,1,0,0,1
modulare darstellung,Modulare Darstellung,gnd:4311996-7,3,1,0,4
modulare produktion,Modulare Produktion,gnd:1123746923,1,0,0,1
modulare programmierung,Modulare Programmierung,gnd:4120756-7,4,0,0,4
modulares softwaresystem,Modulares Softwaresystem,gnd:4251881-7,1,0,0,1
modularithmetik,Modularithmetik,gnd:4325008-7,1,0,0,1
modularität,Modularität,gnd:4240639-0,7,1,0,8
modularprinzip,Modularprinzip,gnd:4418693-9,0,1,0,1
modulation,Modulation,gnd:4039849-3,5,0,1,6
modulator,Modulator,gnd:4170332-7,0,1,0,1
modulbauweise,Modulbauweise,gnd:4125467-3,14,7,2,23
modulfläche,Modulfläche,gnd:4194896-8,0,0,1,1
modulform,Modulform,gnd:4128299-1,7,1,0,8
modulfunktion,Modulfunktion,gnd:4039855-9,1,0,0,1
modulitheorie,Modulitheorie,gnd:4203418-8,2,0,0,2
modulkategorie,Modulkategorie,gnd:4170335-2,1,0,0,1
modulor,Modulor,gnd:4238270-1,0,1,0,1
modulraum,Modulraum,gnd:4183462-8,5,3,1,9
modultheorie,Modultheorie,gnd:4170336-4,3,0,2,5
modus,Modus,gnd:4129089-6,0,0,1,1
mof qvt,MOF QVT,gnd:7688067-9,2,0,0,2
mofette,Mofette,gnd:7648720-9,1,0,0,1
molassebecken,Molassebecken,gnd:4206678-5,1,0,0,1
molekularbewegung,Molekularbewegung,gnd:4128329-6,3,1,0,4
molekularbiologe,Molekularbiologe,gnd:1023071983,1,0,0,1
molekularbiologie,Molekularbiologie,gnd:4039983-7,48,13,13,74
molekularbiologische methode,Molekularbiologische Methode,gnd:7650063-9,7,0,0,7
molekulardesign,Molekulardesign,gnd:4265444-0,12,2,0,14
molekulardynamik,Molekulardynamik,gnd:4170370-4,31,9,8,48
molekulare bildgebung,Molekulare Bildgebung,gnd:7629820-6,3,0,0,3
molekulare bioinformatik,Molekulare Bioinformatik,gnd:4531334-9,8,0,3,11
molekulare biophysik,Molekulare Biophysik,gnd:4170391-1,1,1,0,2
molekulare diagnostik,Molekulare Diagnostik,gnd:4589005-5,1,0,1,2
molekulare erkennung,Molekulare Erkennung,gnd:4243520-1,1,0,1,2
molekulare evolution,Molekulare Evolution,gnd:4812902-1,2,1,0,3
molekulare maschine,Molekulare Maschine,gnd:7515135-2,2,0,1,3
molekulare medizin,Molekulare Medizin,gnd:4543844-4,7,0,2,9
molekulare virologie,Molekulare Virologie,gnd:4170393-5,1,1,0,2
molekularelektronik,Molekularelektronik,gnd:4170394-7,5,1,1,7
molekularer draht,Molekularer Draht,gnd:4846446-6,3,0,0,3
molekularer nanomagnet,Molekularer Nanomagnet,gnd:104638838X,2,1,0,3
molekularer schalter,Molekularer Schalter,gnd:4444367-5,2,1,0,3
molekulares gas,Molekulares Gas,gnd:4477173-3,0,1,1,2
molekulares prägen,Molekulares Prägen,gnd:4589315-9,0,1,0,1
molekulargenetik,Molekulargenetik,gnd:4039987-4,27,3,6,36
molekularmechanik,Molekularmechanik,gnd:113597070X,1,0,0,1
molekularpathologie,Molekularpathologie,gnd:4170396-0,1,1,2,4
molekularpharmakologie,Molekularpharmakologie,gnd:4170397-2,1,0,0,1
molekularstrahl,Molekularstrahl,gnd:4170381-9,3,3,0,6
molekularstrahlepitaxie,Molekularstrahlepitaxie,gnd:4170399-6,6,0,1,7
molekül,Molekül,gnd:4039972-2,17,8,1,26
molekülbibliothek,Molekülbibliothek,gnd:4420227-1,3,0,0,3
moleküldeskriptor,Moleküldeskriptor,gnd:4687841-5,0,1,0,1
molekülkristall,Molekülkristall,gnd:4133483-8,1,0,0,1
molekülmasse,Molekülmasse,gnd:4170374-1,1,0,0,1
molekülmodell,Molekülmodell,gnd:4170375-3,3,0,1,4
molekülorbital,Molekülorbital,gnd:4127526-3,2,1,0,3
molekülparameter,Molekülparameter,gnd:4170376-5,1,0,0,1
molekülphysik,Molekülphysik,gnd:4039979-5,15,4,2,21
molekülspektroskopie,Molekülspektroskopie,gnd:4128850-6,10,4,2,16
molekülstreuung,Molekülstreuung,gnd:4170382-0,2,0,0,2
molekülstruktur,Molekülstruktur,gnd:4170383-2,13,8,1,22
molekülsymmetrie,Molekülsymmetrie,gnd:4170385-6,1,0,1,2
molekülsystem,Molekülsystem,gnd:4507233-4,5,1,2,8
molekültheorie,Molekültheorie,gnd:4170386-8,1,0,0,1
molekülwolke,Molekülwolke,gnd:4114619-0,3,0,0,3
molekülzustand,Molekülzustand,gnd:4246733-0,1,0,1,2
molkerei,Molkerei,gnd:4125979-8,0,0,1,1
molkereitechnologie,Molkereitechnologie,gnd:4170403-4,1,1,0,2
mollicutes,Mollicutes,gnd:4391733-1,1,0,0,1
molybdopterin,Molybdopterin,gnd:4554274-0,0,2,0,2
molybdän,Molybdän,gnd:4170407-1,2,2,0,4
molybdänchalkogenide,Molybdänchalkogenide,gnd:4170408-3,1,0,1,2
molybdändiselenid,Molybdändiselenid,gnd:4170410-1,1,0,0,1
molybdändisulfid,Molybdändisulfid,gnd:4170411-3,2,0,0,2
molybdänisotop,Molybdänisotop,gnd:4170415-0,1,0,0,1
molybdänkomplexe,Molybdänkomplexe,gnd:4223139-5,3,0,0,3
molybdänsilicide,Molybdänsilicide,gnd:4271193-9,1,0,0,1
mombe,MOMBE,gnd:4338599-0,1,0,0,1
moment (mathematik),Moment (Mathematik),gnd:4330407-2,1,0,0,1
moment (physik),Moment (Physik),gnd:4258558-2,2,0,0,2
moment (stochastik),Moment (Stochastik),gnd:4405322-8,1,0,0,1
momentenmethode (mathematik),Momentenmethode (Mathematik),gnd:4320678-5,5,2,1,8
momentenproblem,Momentenproblem,gnd:4170422-8,4,0,0,4
momententensor,Momententensor,gnd:4603708-1,0,1,0,1
momordica cochinchinensis,Momordica cochinchinensis,gnd:4551490-2,1,0,0,1
moms,MOMS,gnd:4287036-7,2,0,0,2
monadische logik,Monadische Logik,gnd:4823396-1,2,0,0,2
monarchie,Monarchie,gnd:4040034-7,10,1,0,11
monarchie (motiv),Monarchie (Motiv),gnd:4454064-4,1,0,0,1
monarchismus,Monarchismus,gnd:4170424-1,1,0,0,1
mondbeobachtung,Mondbeobachtung,gnd:4276525-0,1,0,1,2
mondbewegung,Mondbewegung,gnd:4212822-5,1,0,1,2
mondfahrzeug,Mondfahrzeug,gnd:4396124-1,1,0,0,1
mondfinsternis,Mondfinsternis,gnd:4170432-0,1,0,0,1
mondflug,Mondflug,gnd:4170433-2,3,1,0,4
mondkarte,Mondkarte,gnd:4359383-5,2,1,0,3
mondlandung,Mondlandung,gnd:4170439-3,2,1,0,3
mondoberfläche,Mondoberfläche,gnd:4170441-1,2,2,0,4
mondphase,Mondphase,gnd:4273225-6,0,1,0,1
monenergismus,Monenergismus,gnd:4639553-2,0,1,0,1
monensin,Monensin,gnd:4170446-0,1,0,0,1
monetarismus,Monetarismus,gnd:4040050-5,1,0,3,4
monetäre außenwirtschaftstheorie,Monetäre Außenwirtschaftstheorie,gnd:4724045-3,1,1,1,3
monetäre bewertung,Monetäre Bewertung,gnd:4388664-4,4,0,0,4
monetäre wechselkurstheorie,Monetäre Wechselkurstheorie,gnd:4758072-0,1,0,1,2
monge-ampère-differentialgleichung,Monge-Ampère-Differentialgleichung,gnd:4253327-2,3,0,0,3
mongodb,MongoDB,gnd:7724020-0,9,0,1,10
mongolen,Mongolen,gnd:4040054-2,3,1,2,6
mongolensturm,Mongolensturm,gnd:7598115-4,1,0,0,1
monismus,Monismus,gnd:4170453-8,2,0,0,2
monitoring,Monitoring,gnd:4209015-5,9,4,2,15
monitoring (informatik),Monitoring (Informatik),gnd:4522632-5,6,2,0,8
monitorüberwachung,Monitorüberwachung,gnd:4291501-6,7,0,0,7
mono-framework,Mono-Framework,gnd:4728179-0,2,0,0,2
monocyclische verbindungen,Monocyclische Verbindungen,gnd:4438863-9,0,1,0,1
monodisperses system,Monodisperses System,gnd:4351250-1,1,0,1,2
monodromie,Monodromie,gnd:4277667-3,5,1,0,6
monografische reihe,Monografische Reihe,gnd:4179998-7,1,0,0,1
monoid,Monoid,gnd:4170465-4,3,0,0,3
monoidale kategorie,Monoidale Kategorie,gnd:4170466-6,2,0,0,2
monoklonaler antikörper,Monoklonaler Antikörper,gnd:4040094-3,1,0,0,1
monoklonaler bispezifischer antikörper,Monoklonaler bispezifischer Antikörper,gnd:4326199-1,1,0,0,1
monokratie,Monokratie,gnd:4325432-9,2,0,0,2
monokultur,Monokultur,gnd:4137447-2,2,0,0,2
monolayer (biologie),Monolayer (Biologie),gnd:4369340-4,0,1,0,1
monolith,Monolith,gnd:4352271-3,2,0,1,3
monomere,Monomere,gnd:4170473-3,1,1,0,2
monomiales ideal,Monomiales Ideal,gnd:4332608-0,1,1,0,2
monomodefaser,Monomodefaser,gnd:4196888-8,1,0,0,1
mononychellus tanajoa,Mononychellus tanajoa,gnd:4295540-3,0,0,1,1
monooxygenasen,Monooxygenasen,gnd:4170475-7,2,0,0,2
monopol,Monopol,gnd:4040098-0,6,1,1,8
monopolistische konkurrenz,Monopolistische Konkurrenz,gnd:4040100-5,1,0,0,1
monopolkapitalismus,Monopolkapitalismus,gnd:4040101-7,0,0,1,1
monopoltheorie,Monopoltheorie,gnd:4279211-3,0,0,1,1
monopoly,Monopoly,gnd:4723246-8,0,0,1,1
monopulsverfahren,Monopulsverfahren,gnd:4267629-0,0,1,0,1
monosaccharide,Monosaccharide,gnd:4170482-4,1,0,1,2
monoschicht,Monoschicht,gnd:4250307-3,7,1,0,8
monoterpene,Monoterpene,gnd:4308877-6,1,0,0,1
monotheismus,Monotheismus,gnd:4040107-8,7,3,0,10
monotheletismus,Monotheletismus,gnd:4170483-6,0,1,0,1
monotone funktion,Monotone Funktion,gnd:4294665-7,1,0,0,1
monotoner operator,Monotoner Operator,gnd:4207161-6,2,2,0,4
monotonie,Monotonie,gnd:4170487-3,1,0,0,1
monozyt,Monozyt,gnd:4285013-7,1,2,0,3
monozyten-makrophagen-system,Monozyten-Makrophagen-System,gnd:4177897-2,0,1,0,1
monsterwelle,Monsterwelle,gnd:7753216-8,2,1,0,3
monsun,Monsun,gnd:4170491-5,2,0,0,2
monsunklima,Monsunklima,gnd:4380363-5,0,1,0,1
montage,Montage,gnd:4040126-1,13,3,3,19
montage (film),Montage (Film),gnd:4281773-0,1,0,0,1
montage (künste),Montage (Künste),gnd:4460064-1,1,0,0,1
montageablauf,Montageablauf,gnd:4129148-7,1,0,0,1
montagearbeit,Montagearbeit,gnd:4501290-8,2,0,0,2
montagearbeiter,Montagearbeiter,gnd:4501292-1,0,1,0,1
montagegerechte konstruktion,Montagegerechte Konstruktion,gnd:4120759-2,2,1,0,3
montageindustrie,Montageindustrie,gnd:4114623-2,1,0,0,1
montageplanung,Montageplanung,gnd:4120760-9,3,3,0,6
montageroboter,Montageroboter,gnd:4170495-2,2,1,0,3
montagesystem,Montagesystem,gnd:4248058-9,2,0,1,3
montanindustrie,Montanindustrie,gnd:4040146-7,3,0,0,3
montanmitbestimmung,Montanmitbestimmung,gnd:4128836-1,0,0,1,1
monte-carlo-integration,Monte-Carlo-Integration,gnd:7518931-8,2,0,0,2
monte-carlo-simulation,Monte-Carlo-Simulation,gnd:4240945-7,77,17,8,102
montessori-pädagogik,Montessori-Pädagogik,gnd:4122290-8,9,4,6,19
montessori-schule,Montessori-Schule,gnd:4170501-4,0,2,2,4
monumentalarchitektur,Monumentalarchitektur,gnd:4170511-7,2,1,0,3
monumentalität,Monumentalität,gnd:4619396-0,2,1,0,3
monumentalmalerei,Monumentalmalerei,gnd:4170514-2,1,0,0,1
moodle,Moodle,gnd:7531637-7,2,0,0,2
moor,Moor,gnd:4040195-9,8,4,1,13
moorboden,Moorboden,gnd:4170520-8,3,0,0,3
mooresches gesetz,Mooresches Gesetz,gnd:7595667-6,1,0,0,1
moorkolonisation,Moorkolonisation,gnd:4170523-3,1,0,0,1
moorlandschaft,Moorlandschaft,gnd:4356439-2,0,1,0,1
moorpflanzen,Moorpflanzen,gnd:4221748-9,1,0,0,1
moorsiedlung,Moorsiedlung,gnd:4120761-0,1,0,0,1
moose,Moose,gnd:4040211-3,4,0,0,4
moral,Moral,gnd:4040222-8,50,11,22,83
moral (motiv),Moral (Motiv),gnd:4170534-8,1,0,0,1
moral hazard,Moral Hazard,gnd:4322425-8,1,0,2,3
moralische entwicklung,Moralische Entwicklung,gnd:4170537-3,6,1,4,11
moralische verantwortung,Moralische Verantwortung,gnd:7531744-8,2,0,0,2
moralischer realismus,Moralischer Realismus,gnd:4466626-3,1,0,0,1
moralischer sinn,Moralischer Sinn,gnd:4126046-6,3,0,0,3
moralisches handeln,Moralisches Handeln,gnd:4535360-8,6,1,3,10
moralisches urteil,Moralisches Urteil,gnd:4074970-8,5,0,2,7
moralität,Moralität,gnd:4245414-1,4,0,0,4
moralpsychologie,Moralpsychologie,gnd:4170541-5,3,0,1,4
moraltheologie,Moraltheologie,gnd:4074972-1,16,1,7,24
moran-modell,Moran-Modell,gnd:4477371-7,0,1,0,1
moratorium,Moratorium,gnd:4659982-4,0,0,1,1
morbidität,Morbidität,gnd:4040233-2,2,0,0,2
morbillivirus,Morbillivirus,gnd:4730200-8,1,0,0,1
mord,Mord,gnd:4040235-6,21,3,8,32
mord (motiv),Mord (Motiv),gnd:4224110-8,1,0,1,2
mordell-vermutung,Mordell-Vermutung,gnd:4123793-6,1,0,0,1
mordell-weil-theorem,Mordell-Weil-Theorem,gnd:4215929-5,2,1,1,4
morgen,Morgen,gnd:4205096-0,1,0,0,1
morgenländisches schisma,Morgenländisches Schisma,gnd:4130393-3,1,0,0,1
morgenstunde hat gold im munde,Morgenstunde hat Gold im Munde,gnd:4475160-6,0,1,0,1
morisken,Morisken,gnd:4119950-9,1,0,1,2
morita-dualität,Morita-Dualität,gnd:4170554-3,0,0,1,1
moritat,Moritat,gnd:4170555-5,0,0,1,1
mormone,Mormone,gnd:7537169-8,1,0,0,1
morphem,Morphem,gnd:4136928-2,4,1,0,5
morphemik,Morphemik,gnd:4170558-0,0,1,0,1
morphismus,Morphismus,gnd:4149340-0,1,0,1,2
morphogenese,Morphogenese,gnd:4132460-2,4,0,1,5
morphogenetisches feld,Morphogenetisches Feld,gnd:4215799-7,1,1,0,2
morphologie,Morphologie,gnd:4040289-7,14,2,4,20
morphologie (biologie),Morphologie (Biologie),gnd:4407742-7,6,0,2,8
morphologie (linguistik),Morphologie (Linguistik),gnd:4170560-9,13,2,5,20
morphometrie,Morphometrie,gnd:4140696-5,2,0,1,3
morphonologie,Morphonologie,gnd:4170561-0,2,0,0,2
morphosyntax,Morphosyntax,gnd:4114635-9,5,1,5,11
morphotektonik,Morphotektonik,gnd:4442915-0,3,2,0,5
morse-theorie,Morse-Theorie,gnd:4197103-6,3,2,2,7
morsen,Morsen,gnd:4170562-2,1,0,0,1
mortgage-backed security,Mortgage-Backed Security,gnd:4593741-2,0,1,0,1
mos,MOS,gnd:4130209-6,6,0,0,6
mos-diode,MOS-Diode,gnd:4170575-0,1,0,0,1
mos-fet,MOS-FET,gnd:4207266-9,8,1,1,10
mos-schaltung,MOS-Schaltung,gnd:4135571-4,1,0,0,1
mosaik,Mosaik,gnd:4040311-7,1,0,0,1
moschee,Moschee,gnd:4040320-8,13,6,0,19
moschusduftstoff,Moschusduftstoff,gnd:4558006-6,1,0,0,1
moskauer schauprozess (1936),Moskauer Schauprozess (1936),gnd:4334735-6,0,0,1,1
moskauer schauprozesse,Moskauer Schauprozesse,gnd:4312928-6,1,1,0,2
motel,Motel,gnd:4691631-3,0,1,0,1
motette,Motette,gnd:4040357-9,1,0,0,1
motilität,Motilität,gnd:4114638-4,7,0,0,7
motion 5,Motion 5,gnd:1022154931,1,0,0,1
motion capturing,Motion Capturing,gnd:4546181-8,4,0,0,4
motiv,Motiv,gnd:4040360-9,3,1,0,4
motiv (mathematik),Motiv (Mathematik),gnd:4197596-0,3,0,1,4
motivation,Motivation,gnd:4040364-6,76,15,34,125
motivationspsychologie,Motivationspsychologie,gnd:4075001-2,21,6,12,39
motivationstheorie,Motivationstheorie,gnd:4170587-7,1,0,0,1
motivationstraining,Motivationstraining,gnd:4170588-9,0,0,2,2
motivierung (linguistik),Motivierung (Linguistik),gnd:4170590-7,1,1,0,2
motivirrtum,Motivirrtum,gnd:4170591-9,0,0,1,1
motivische integration,Motivische Integration,gnd:117599619X,0,1,0,1
motodiagnostik,Motodiagnostik,gnd:4145135-1,0,0,1,1
motoneuron,Motoneuron,gnd:4135747-4,0,1,0,1
motopädagogik,Motopädagogik,gnd:4170593-2,0,0,1,1
motor,Motor,gnd:4128006-4,3,2,0,5
motorenbau,Motorenbau,gnd:4275781-2,1,0,0,1
motorenprüfstand,Motorenprüfstand,gnd:1151838586,4,0,0,4
motorenöl,Motorenöl,gnd:4170595-6,1,1,0,2
motorflug,Motorflug,gnd:4137858-1,1,0,1,2
motorgeräusch,Motorgeräusch,gnd:4613383-5,1,1,0,2
motorik,Motorik,gnd:4040385-3,2,0,1,3
motorische entwicklung,Motorische Entwicklung,gnd:4075004-8,2,0,4,6
motorischer test,Motorischer Test,gnd:4131238-7,0,0,1,1
motorisches gleichgewicht,Motorisches Gleichgewicht,gnd:4209268-1,1,0,0,1
motorisches lernen,Motorisches Lernen,gnd:4170603-1,8,0,3,11
motorisierung,Motorisierung,gnd:4205974-4,1,1,0,2
motorkettensäge,Motorkettensäge,gnd:4170604-3,0,1,0,1
motorola,Motorola,gnd:4469588-3,2,1,0,3
motorrad,Motorrad,gnd:4040392-0,12,1,1,14
motorradunfall,Motorradunfall,gnd:4170607-9,1,0,0,1
motorregelung,Motorregelung,gnd:7578670-9,0,1,0,1
motorroller,Motorroller,gnd:4040406-7,1,0,0,1
motorsport,Motorsport,gnd:4040408-0,3,0,1,4
motorsportrennstrecke,Motorsportrennstrecke,gnd:4213742-1,1,0,0,1
motorsteuerung,Motorsteuerung,gnd:7578671-0,10,1,2,13
mott-isolator,Mott-Isolator,gnd:1031678301,1,0,0,1
mott-übergang,Mott-Übergang,gnd:4687440-9,3,0,0,3
mottenschildläuse,Mottenschildläuse,gnd:4170614-6,1,0,1,2
motto,Motto,gnd:4170615-8,1,0,0,1
moufang-loop,Moufang-Loop,gnd:4440400-1,1,0,0,1
moufang-polygon,Moufang-Polygon,gnd:4704257-6,1,0,0,1
moulageur,Moulageur,gnd:1189159872,1,0,0,1
mountainbike,Mountainbike,gnd:4367945-6,0,1,0,1
mountainbiking,Mountainbiking,gnd:4198578-3,1,1,0,2
movimiento 15-m,Movimiento 15-M,gnd:1029263361,0,1,1,2
mp3,MP3,gnd:4552599-7,2,0,0,2
mpeg-standard,MPEG-Standard,gnd:4379615-1,4,1,1,6
mpi (schnittstelle),MPI (Schnittstelle),gnd:4456003-5,10,1,1,12
mplus,Mplus,gnd:7716737-5,2,0,1,3
mqtt,MQTT,gnd:1145336337,1,0,0,1
mram,MRAM,gnd:4781143-2,2,0,0,2
mrna-impfstoff,mRNA-Impfstoff,gnd:1254535594,0,0,1,1
mrp (cae),MRP (CAE),gnd:4139157-3,1,0,0,1
mrsa,MRSA,gnd:7501248-0,2,1,2,5
ms-dos,MS-DOS,gnd:4114641-4,3,0,0,3
mucorales,Mucorales,gnd:4316523-0,1,1,0,2
mudéjarstil,Mudéjarstil,gnd:4170640-7,2,0,0,2
mukaiyama-reaktion,Mukaiyama-Reaktion,gnd:4253470-7,2,0,0,2
mukoviszidose,Mukoviszidose,gnd:4040669-6,0,1,0,1
mulattin (motiv),Mulattin (Motiv),gnd:4170704-7,0,0,1,1
multi-level-marketing,Multi-Level-Marketing,gnd:7611277-9,1,0,0,1
multi-level-verfahren,Multi-level-Verfahren,gnd:4344428-3,2,0,0,2
multi-messenger-astronomie,Multi-Messenger-Astronomie,gnd:1242286888,5,1,0,6
multi-tier-architektur,Multi-Tier-Architektur,gnd:4728150-9,2,2,0,4
multicastingverfahren,Multicastingverfahren,gnd:4236381-0,9,2,0,11
multidimensionale skalierung,Multidimensionale Skalierung,gnd:4075090-5,3,1,0,4
multidimensionales datenbanksystem,Multidimensionales Datenbanksystem,gnd:4582045-4,1,0,0,1
multidrug-resistenz,Multidrug-Resistenz,gnd:4315848-1,2,0,0,2
multienzymkomplex,Multienzymkomplex,gnd:4170709-6,1,0,0,1
multiferroikum,Multiferroikum,gnd:7845875-4,4,0,1,5
multifraktal,Multifraktal,gnd:4808941-2,1,0,0,1
